"sender","requestkey","data","code","result","creationtime"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,"45ZWJXTvaMuQrcDT9OwFGevzpmdUgimXpitf32CjrcI","{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.501071881723, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.57608260054, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.525992156518}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827404"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,dCdN1hLrB6Hayya00VyfSK1nQbkZ8RMG0Ee-0CniNT0,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.576206525242, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.651968590494, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.576206525243}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827644"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,FpS3BKvktZfWpVv2WtEOKkO6vxbtQls5BQbFWQBS_iI,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.576206525242, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.651968590494, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.60150228255}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827634"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,ay1ipuHmXgaBSCE8drepJLz61zgoyFEnEd5KaVvgCqY,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 2668.70469, ""out-amount"": 20.08904}","""(kaddex.exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [free.crankk01 coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""free.crankk01"", ""amount"": 2668.70469}, {""token"": ""coin"", ""amount"": 20.109157011039}], ""status"": ""success""}","1749827854"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,fI-h5Eh4YCqyxDSNZVrjIUSNIZyjP530hx-8-6vtULQ,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.559562800035, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.635158428035, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.559562800036}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827905"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,v3h3FtEISIdaBdgrIBLQX1Dfy4U9M3-YfdcBkY-vIaE,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.559562800035, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.635158428035, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.584774883353}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827897"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,UncLZEzRUScxqzcaz3DTpMJrIGE1B0Ya_VQJkcbMD1o,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.559562800035, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.635158428035, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.610113241922}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827889"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,cKcOywj3kxOPPu_3JBXstHmwWUUUtXf-Glc4DsBP6J0,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.559562800035, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.635158428035, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""kaddex.exchange.swap-exact-out.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-out: excessive input amount 7.635578720212"", ""callStack"": []}, ""status"": ""failure""}","1749827915"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,qjM4SXCsPVICt9Vp_kqm0Run6mNX7JldCo24m2aM47s,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.635578720211, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.711934507413, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.635578720212}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827975"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,oemyjbzA1I4M44NLMgnN88W9qe1W0SNyy7MhPyQW1QU,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.661172169757, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.737783891454, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.686894449239}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749828063"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,"3PUYT6P8R18TqxRaXyqJ9qtQ2XtgvRqwzdxn_A2Bwi8","{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.661172169757, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.737783891454, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""kaddex.exchange.swap-exact-out.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-out: excessive input amount 7.738728968854"", ""callStack"": []}, ""status"": ""failure""}","1749828103"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,NwoXIgJDHUFyLAUWIVPzSR1X6LwzBxn-WRFonnKWdoc,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 2641.30414, ""out-amount"": 20.37891}","""(kaddex.exchange.swap-exact-in (read-decimal 'in-amount) (read-decimal 'out-amount) [free.crankk01 coin] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" (read-keyset 'keyset))""","{""data"": [{""token"": ""free.crankk01"", ""amount"": 2641.30414}, {""token"": ""coin"", ""amount"": 20.399319782425}], ""status"": ""success""}","1749828283"
k:2e6a7275e51156c4e641c377bc8157fc057d20698b83f30ad2f1828a8b74940e,aQpsih-X_tKf4GKZGatCW97xQvKTaMFwSO6fKZnObtk,"{""user-ks"": {""keys"": [""2e6a7275e51156c4e641c377bc8157fc057d20698b83f30ad2f1828a8b74940e""], ""pred"": ""keys-all""}, ""token0Amount"": 0.001, ""token1Amount"": 0.002103398776, ""token0AmountWithSlippage"": 0.001000999999, ""token1AmountWithSlippage"": 0.002101295377}","""(kaddex.exchange.swap-exact-in\n              (read-decimal 'token0Amount)\n              (read-decimal 'token1AmountWithSlippage)\n              [coin runonflux.flux]\n              \""k:2e6a7275e51156c4e641c377bc8157fc057d20698b83f30ad2f1828a8b74940e\""\n              \""k:2e6a7275e51156c4e641c377bc8157fc057d20698b83f30ad2f1828a8b74940e\""\n              (read-keyset 'user-ks)\n            )""","{""data"": [{""token"": ""coin"", ""amount"": 0.001}, {""token"": ""runonflux.flux"", ""amount"": 0.00210339}], ""status"": ""success""}","1749821961"
k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952,f42g7iUMkM25dw9cfZIvIObPfQsRvJw-Von-iAY6-go,"{""user-ks"": {""keys"": [""aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952""], ""pred"": ""keys-all""}, ""token0Amount"": 22051.485615906942, ""token1Amount"": 50, ""token0AmountWithSlippage"": 22492.515328225083, ""token1AmountWithSlippage"": 49}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI coin]\n            \""k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952\""\n            \""k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI"", ""amount"": {""decimal"": ""22051.485615906946""}}, {""token"": ""coin"", ""amount"": 50}], ""status"": ""success""}","1749824415"
k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952,BU_fcBvw6xMHbqtepM8yzXFENmNyAWaj9ifiGCrsq8Y,"{""user-ks"": {""keys"": [""aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952""], ""pred"": ""keys-all""}, ""token0Amount"": 150, ""token1Amount"": 64523.42658233633, ""token0AmountWithSlippage"": 153, ""token1AmountWithSlippage"": 63232.9580506896}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n            \""k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952\""\n            \""k:aa987c557a40b24678782482f019eb77a8d9a7ac82f81a2845eeaaf3e83ee952\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 150}, {""token"": ""n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI"", ""amount"": {""decimal"": ""64523.426582336333""}}], ""status"": ""success""}","1749824638"
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,SAKXex2B-GnSwkwU72-3pfAB4LPyQDNPcgeZgSuiSbg,"{""user-ks"": {""keys"": [""740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18""], ""pred"": ""keys-all""}, ""token0Amount"": 47491.53824025204, ""token1Amount"": 110, ""token0AmountWithSlippage"": 48441.36900505708, ""token1AmountWithSlippage"": 107.8}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI coin]\n            \""k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18\""\n            \""k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI"", ""amount"": {""decimal"": ""47619.334607297264""}}, {""token"": ""coin"", ""amount"": 110}], ""status"": ""success""}","1749824700"
k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18,SWJiugk9eFCqQn1AljQ2jkyhX7U_WzBnlxpxTHQPCwY,"{""user-ks"": {""keys"": [""740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18""], ""pred"": ""keys-all""}, ""token0Amount"": 105, ""token1Amount"": 45197.277400252606, ""token0AmountWithSlippage"": 107.1, ""token1AmountWithSlippage"": 44293.33185224755}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n            \""k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18\""\n            \""k:740f4028a369993684fca67a916488ece2e202cfaeb41ba7b6507fdaea6b6b18\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 105}, {""token"": ""n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI"", ""amount"": {""decimal"": ""46050.996501315634""}}], ""status"": ""success""}","1749825115"
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,DocFrRPSIUpzjpB_wG3UnUZNziSp2KCebnk-bZOk-3M,"{""user-ks"": {""keys"": [""f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590""], ""pred"": ""keys-all""}, ""token0Amount"": 44109.454233562064, ""token1Amount"": 100, ""token0AmountWithSlippage"": 44153.56368779563, ""token1AmountWithSlippage"": 99.9}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI coin]\n            \""k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590\""\n            \""k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI"", ""amount"": {""decimal"": ""44109.454233562062""}}, {""token"": ""coin"", ""amount"": 100}], ""status"": ""success""}","1749825540"
k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590,yDqCRPoppTJFQQ7MFtH-qXo9jfDlREb4_TWNw8Y81oU,"{""user-ks"": {""keys"": [""f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590""], ""pred"": ""keys-all""}, ""token0Amount"": 100.7, ""token1Amount"": 44131.18576873321, ""token0AmountWithSlippage"": 100.800699999999, ""token1AmountWithSlippage"": 44087.05458296448}","""\n          (kaddex.exchange.swap-exact-in\n            (read-decimal 'token0Amount)\n            (read-decimal 'token1AmountWithSlippage)\n            [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n            \""k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590\""\n            \""k:f27510dbacfd6e45b0b53cc827b38446b29932da373d73c4f300a3b7a56e4590\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 100.7}, {""token"": ""n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI"", ""amount"": {""decimal"": ""44131.185768733205""}}], ""status"": ""success""}","1749825717"
k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd,m82sU9vJ9CubsDCj7RV9jsohTmkk_ViE7VE6QstYUto,"{""keyset"": {""keys"": [""d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd""], ""pred"": ""keys-all""}, ""in-amount"": 20.02, ""out-amount"": 9231.84646}","""(kaddex.exchange.swap-exact-out (read-decimal 'out-amount) (read-decimal 'in-amount) [coin kdlaunch.kdswap-token] \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\"" \""k:d665bcfe24cd76d6d531d01d32281c4d1ec4b0ad95d48c231f99a9d2bd2ca7fd\""(read-keyset 'keyset)) ""","{""data"": [{""token"": ""coin"", ""amount"": 19.999999998938}, {""token"": ""kdlaunch.kdswap-token"", ""amount"": 9231.84646}], ""status"": ""success""}","1749825726"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,LfdyQcYx0tvrVd84svlZOSehbjGTZwF-gx7Fwvy9Xng,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.501071881723, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.57608260054, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.501071881724}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749827385"
k:93face383ca119d68ab1cb21de1a711bd00b8e4bd47e717fceb0e78329027407,jl6ibIciyA1bi0ahyCJ0rSIG5hpCtIRBTqIk-xf0VAo,"{""fee-keyset"": {""keys"": [""87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46""], ""pred"": ""keys-all""}, ""recipient-keyset"": {""keys"": [""13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d""], ""pred"": ""keys-all""}}","""      (\n        kaddex.exchange.swap-exact-in\n        93.434528725164\n        39895.31262288\n        [coin n_518dfea5f0d2abe95cbcd8956eb97f3238e274a9.AZUKI]\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        (read-keyset \""recipient-keyset\""))\n      (\n        coin.transfer-create\n        \""k:13ebe6a6a5ebde1ab649c619080089870ebd19edfb91fe50a65b7e0ddd20e32d\""\n        \""k:87d6b88b7cb527530e089bdb5159b3bcf60a7e4caa72a889e1d384aaac50eb46\""\n        (read-keyset \""fee-keyset\"") 0.658652266944)""","{""data"": ""Write succeeded"", ""status"": ""success""}","1749845303"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,sWq-vrgrxYCLikVcI3VrEHDMZVZhGX-RmOqvTILY5v8,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.661172169757, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.737783891454, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""error"": {""info"": ""kaddex.exchange.swap-exact-out.{cNPjszeIeh00mmnYufcRNL1-Kn_cYOtOUsFBNwejXf8}:0"", ""type"": ""TxFailure"", ""message"": ""swap-exact-out: excessive input amount 7.738728968854"", ""callStack"": []}, ""status"": ""failure""}","1749828071"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,EfXUmd2p1wIbGbg0IRKNg1ephHnZ2G-STRyzUD6ZP5U,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.661172169757, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.737783891454, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.712746424545}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749828080"
k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1,jhhj9qjono7nnjwNTvxenKkPfr9zSXWydRZXDKIKfFw,"{""user-ks"": {""keys"": [""407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1""], ""pred"": ""keys-all""}, ""token0Amount"": 7.661172169757, ""token1Amount"": 1000, ""token0AmountWithSlippage"": 7.737783891454, ""token1AmountWithSlippage"": 990}","""\n          (kaddex.exchange.swap-exact-out\n            (read-decimal 'token1Amount)\n            (read-decimal 'token0AmountWithSlippage)\n            [coin free.crankk01]\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            \""k:407bffab0d4eb3dc1c5ddfc7fca923fa4fb9a07be3f32eb9f6da6114729231c1\""\n            (read-keyset 'user-ks)\n          )\n        ""","{""data"": [{""token"": ""coin"", ""amount"": 7.661172169758}, {""token"": ""free.crankk01"", ""amount"": 1000}], ""status"": ""success""}","1749828028"
